,id,text,label,label_text,Llama_405B_reason,Llama_405B_label_text,Llama_405B_label,Deepseek_V3_reason,Deepseek_V3_label_text,Deepseek_V3_label
1491,28174a0691,Just finished Church. Happy Mother`s Day!,2,positive,"The text expresses a positive sentiment by wishing a Happy Mother's Day and also mentions finishing church, which is a neutral activity, but the overall tone is positive",positive,2,The text expresses a positive sentiment by mentioning the completion of a church service and extending a happy Mother's Day greeting.,positive,2
1492,6a0d18bdfa,watching crimson tide and eating apple sauce.,1,neutral,"The text is a simple statement of activities without expressing any particular emotion or opinion, it's a neutral description of what the person is doing",neutral,1,The text is a neutral statement describing the activities of watching a movie and eating apple sauce without any emotional expression or opinion,neutral,1
1493,8ae682a99a, vocí¿ŒËŒ? que sumiu forever do msn.,1,neutral,"The text is written in Portuguese and seems to be a statement about someone disappearing from MSN (a messaging service) forever, which has a negative connotation, implying a loss or separation",negative,0,"The text mentions someone disappearing forever from MSN, which could be interpreted as a nostalgic or slightly negative sentiment, but it is stated in a neutral tone without strong emotion.",neutral,1
1494,1f61eecb53,guess I`ll start getting some of my camping and fishing stuff together for Wed & Thurs trip to Braunig Lake......,1,neutral,"The text expresses a neutral, matter-of-fact statement about preparing for a trip, without revealing any emotion or opinion",neutral,1,The text is a factual statement about preparing for a trip without expressing any particular emotion or opinion,neutral,1
1495,e69012514b, I miss rollerblading down Shoreline.,0,negative,"The text expresses a sense of longing or nostalgia for a past activity, indicating a slightly negative sentiment due to the absence of the activity",negative,0,"The text expresses a sentiment of longing and nostalgia for rollerblading down Shoreline, which indicates a positive memory or experience.",positive,2
1496,6a67cee29d,WORS bike race at camp this weekend=a total of 1500 people. Going anywhere Sunday is not an option as they race right past the house  #fb,1,neutral,"The text is a neutral statement about a bike race event, providing factual information and a practical consideration about travel, without expressing any emotion or opinion",neutral,1,The text provides factual information about a bike race and its impact on travel plans without expressing any strong emotion or opinion,neutral,1
1497,578ec67a68,"This wind is crampin` my style. I have a section of my yard that won`t get any water. I`d move the sprinkler, but it`s surrounded by mud.",0,negative,"The text expresses frustration and annoyance about the wind and the difficulties it's causing with watering the yard, indicating a negative sentiment",negative,0,"The text expresses frustration about the wind affecting the writer's style and the inconvenience of not being able to water a part of the yard due to mud, indicating a negative sentiment",negative,0
1498,2f955c2829,I am probably spamming my follower`s account.,0,negative,"The text expresses a self-aware, potentially apologetic sentiment about possibly overwhelming their followers with content, which has a slightly negative connotation",negative,0,"The text expresses a self-aware acknowledgment of potentially annoying behavior, which carries a slight negative connotation",negative,0
1499,bd64243d7c,I don`t have enough close contacts on twitter to do follow friday  #followfriday,1,neutral,"The text expresses a limitation or a lack of something (close contacts on Twitter), but in a neutral and matter-of-fact way, without any strong emotion or sentiment",neutral,1,"The text expresses a sense of limitation or inability to participate in #followfriday due to not having enough close contacts, which conveys a slightly negative sentiment.",negative,0
1500,f6f617936e,I only have 2,1,neutral,"The text is a simple statement of a fact without expressing any emotion or opinion, it does not convey any sentiment",neutral,1,The text is a factual statement about a quantity without expressing any emotion or opinion,neutral,1
1501,0d42e45de5,found rollo! and got happy  hmmm.. guess i really do need to be inserted back into the matrix 0_o,2,positive,"The text expresses happiness about finding something (Rollo) and then has a somewhat introspective and humorous tone about needing to be 'inserted back into the matrix', which is a lighthearted reference to the movie The Matrix, overall indicating a positive sentiment",positive,2,"The text expresses happiness about finding something (Rollo) and includes a speculative, slightly humorous thought about needing to be 'inserted back into the matrix'. The overall tone is light-hearted and positive.",positive,2
1502,3699d199a3,working my way through this casualties discography.  have to pull weeds later  ...,1,neutral,"The text mentions a neutral activity of going through a discography and a chore of pulling weeds, without expressing any strong emotions or opinions",neutral,1,The text is a factual statement about the person's activities without expressing any particular emotion or opinion,neutral,1
1503,a91c5b33d1, The sight of it made my afternoon,2,positive,"The text states that something made the speaker's afternoon, implying a positive impact or improvement, which suggests a positive sentiment",positive,2,"The text expresses that the sight of something positively impacted the person's afternoon, indicating a positive sentiment",positive,2
1504,06b613e3c6, so sad u cancelled silverstone show  better see u in sandown park!,0,negative,"The text expresses sadness about the cancellation of a show, but also conveys a positive expectation to see the person at another event, resulting in a mixed sentiment that leans towards being slightly negative due to the initial expression of sadness",negative,0,"The text expresses disappointment about the cancellation of a show but ends with a hopeful statement about seeing the event at another location, indicating a mix of negative and positive sentiment which balances out to neutral",neutral,1
1505,48377c4bef," praying to be humble is always dangerous, He will answer you  (God gives grace ...)",1,neutral,"The text warns about praying for humility, implying a potentially negative outcome, but then references God giving grace, which adds a positive connotation, however the overall tone seems to be cautionary",negative,0,The text discusses a spiritual concept in a neutral tone without expressing overt positive or negative sentiment,neutral,1
1506,50662e359b,25-man Ulduar is hard...,1,neutral,"The text expresses difficulty or frustration with the 25-man Ulduar, indicating a negative sentiment",negative,0,"The text acknowledges the difficulty of a 25-man Ulduar, which implies a neutral observation without expressing strong positive or negative sentiment",neutral,1
1507,65a3a7d925,this is for   http://tinyurl.com/d8fgxr,1,neutral,The text is a simple statement providing a link without expressing any emotion or opinion,neutral,1,The text is a simple statement providing a URL without expressing any emotion or opinion,neutral,1
1508,b69ccd6f94,Bonjour Twitterland !,2,positive,"The text is a friendly greeting in French, indicating a welcoming and positive tone",positive,2,The text is a simple greeting without any emotional context or sentiment expressed.,neutral,1
1509,97af309513,"Gorgeous day!  Worked the Master Gardener plant sale, trimmed smoke bushes, and now to do some writing.",2,positive,"The text describes the day as gorgeous and mentions several productive and fulfilling activities, indicating a positive sentiment",positive,2,"The text begins with an enthusiastic description of the day ('Gorgeous day!') and lists activities in a positive tone, indicating a positive sentiment overall.",positive,2
1510,1fbce7ad49, you and  are both baitersss  hope tonight is fun!,2,positive,"The text initially expresses a negative sentiment by calling someone a 'baiter', which is a derogatory term, but then shifts to a positive sentiment by expressing hope that the night will be fun, however, the initial negative tone is stronger",negative,0,"The text includes a playful term ('baitersss') and expresses a hope for a fun evening, indicating a positive sentiment",positive,2
1511,881aeb2f99,"Off to the shelters around me to look for her.  I hope she is okay, so afraid that she is going to get hit by a car. Can`t stop crying",1,neutral,"The text expresses concern and fear for someone's safety, and the speaker is emotionally distressed, as indicated by the statement 'Can't stop crying', which suggests a negative emotional state",negative,0,"The text expresses concern and fear for someone's safety, along with emotional distress indicated by the phrase 'Can't stop crying', which reflects a negative sentiment",negative,0
1512,55c7927962,"  you can have  ice cream, I`ll have  kiss.",1,neutral,"The text is a playful and flirtatious statement, suggesting a lighthearted and affectionate tone, which indicates a positive sentiment",positive,2,"The text is a playful statement without clearly expressing a positive, negative, or neutral sentiment. It is more of a light-hearted comment rather than an emotional expression.",neutral,1
1513,5a835ac93c, Don`t worry. You`ll be 38 soon,0,negative,"The text is a reassuring statement, but the mention of being 38 soon could be perceived as sarcastic or a reminder of aging, which might have a slightly negative connotation, however, the overall tone is more calming than negative",neutral,1,The text is a reassuring statement without expressing any strong positive or negative emotion,neutral,1
1514,43ebf29edc,Sometimes I could swear I really am insane.,0,negative,"The text expresses self-doubt and frustration, with the speaker questioning their own sanity, indicating a negative sentiment",negative,0,"The text expresses a self-critical and potentially distressing thought about one's mental state, indicating a negative sentiment",negative,0
1515,cfc8ece057, haha IE...it`s expensive!!!! Hm...let me message you later,0,negative,"The text expresses amusement (haha) initially, but then focuses on a negative aspect (expensive) and ends with a neutral statement about messaging later, however, the negative sentiment (expensive) seems to dominate the emotional tone",negative,0,"The text starts with laughter and a comment about something being expensive, which could be interpreted as either a negative or neutral sentiment, followed by a casual remark about messaging later, which is neutral. Overall, the sentiment is mixed but leans more towards neutral due to the casual tone.",neutral,1
1516,2bdd4e75a8, you got it all done?? even the labs? thats all i have left to do. and i cant figure it out. FML,0,negative,"The text expresses frustration and helplessness about not being able to figure out the labs, and uses the phrase 'FML' which is a common abbreviation for a strong negative sentiment",negative,0,"The text expresses frustration and a sense of hopelessness about not being able to complete the labs, as indicated by the phrase 'i cant figure it out. FML'. This conveys a negative sentiment.",negative,0
1517,2f9f2f2a9a, next year will be sweeet,2,positive,"The text expresses optimism and anticipation for the upcoming year, using a positive adjective 'sweeet' to describe it",positive,2,"The text expresses anticipation and excitement for the upcoming year, indicating a positive sentiment",positive,2
1518,3ee81c6623,BWAHAHAHAHA! Shut the **** up...  is TOTES following me right now! Who made the account? Made me giggle like a school girl!,1,neutral,"The text expresses amusement and laughter, using words like 'BWAHAHAHAHA' and 'giggle like a school girl', indicating a positive sentiment. Although it contains some profanity, the tone is playful and lighthearted, suggesting the user is enjoying the situation",positive,2,"The text expresses amusement and laughter, indicating a positive sentiment despite the use of strong language.",positive,2
1519,8ad9d51a44, Byebye,1,neutral,"The text is a simple farewell statement without expressing any particular emotion or opinion, it does not convey a clear sentiment",neutral,1,The text is a simple farewell without any emotional context or additional sentiment expressed.,neutral,1
1520,17e6c97023, what? You won`t be two blocks away any more?,1,neutral,"The text expresses surprise or inquiry about a change in distance, but the tone is not explicitly positive or negative, and the emotional context is unclear",neutral,1,"The text expresses surprise and possibly disappointment about a change in location, indicating a negative sentiment",negative,0
1521,e8d2a28b66,"Really missing hockey already.  Off for a night in Dtn Naperville.  Can`t wait for the day off tomorrow,  I have to work Sunday.",0,negative,"The text expresses a mix of emotions, starting with a negative sentiment of missing hockey, but then shifts to a positive sentiment of looking forward to a night out and a day off, despite having to work on Sunday",positive,2,"The text expresses a mix of sentiments: missing hockey, excitement for a night out, and anticipation for a day off, with a neutral mention of working on Sunday. The overall tone is slightly positive due to the anticipation of a night out and a day off.",positive,2
1522,305d27bde0, Just try to do your best. I hope you don`t get laid off.,2,positive,"The text offers encouragement but also expresses a concern about a potential negative outcome (getting laid off), indicating a mix of sentiments, however, the overall tone is more cautionary and worried than positive",negative,0,"The text expresses concern and a hopeful sentiment regarding avoiding layoffs, which indicates a supportive and empathetic tone",positive,2
1523,fb92da35e1,EVERYBODY WELCOME !!!  Hello Nicole ;),2,positive,"The text is an enthusiastic and inclusive greeting, using all capital letters and an emotive wink, indicating a warm and welcoming sentiment",positive,2,"The text uses an enthusiastic greeting and an exclamation, indicating a positive and welcoming sentiment",positive,2
1524,9adff96a3f," I`ve always been pretty athletic, I especially love b-ball. Anyway, yeah I can run",2,positive,"The text expresses confidence in the person's athletic abilities and mentions a specific sport they enjoy, indicating a positive sentiment",positive,2,"The text expresses a positive sentiment about being athletic and enjoying basketball, and it conveys a sense of confidence about running.",positive,2
1525,b226418d26,I wanna go to the Borgata tonight if Rich is playing.,1,neutral,"The text expresses a desire to go to the Borgata, which implies a level of enthusiasm and interest, however, it is conditional on Rich playing, which tempers the sentiment, but overall it leans towards a positive inclination",positive,2,"The text expresses a desire to go to the Borgata if a specific person is playing, which indicates a positive sentiment towards the event or the person's performance.",positive,2
1526,5655078564,_a The rocky kind! With little rockpools & octopi & shells & stuff. Now I want to be at the beach. Its the perfect overcast day.,2,positive,"The text expresses a desire to be at the beach and describes it as 'perfect', indicating a positive sentiment. The use of enthusiastic language and the mention of enjoyable beach features like rockpools and shells also contribute to the overall positive tone.",positive,2,"The text expresses enthusiasm and a desire to be at the beach, describing it in a positive and appealing way",positive,2
1527,b3c47f0154,FINALLY have a working (subbed!) copy of Pika?Nichi.   Heeeee.,1,neutral,"The text expresses excitement and relief about finally having a working copy of Pika?Nichi, indicated by the use of 'FINALLY' and 'Heeeee', which are enthusiastic and celebratory expressions",positive,2,"The text expresses excitement and relief about obtaining a working copy of Pika?Nichi, indicated by the use of 'FINALLY' and the enthusiastic 'Heeeee'.",positive,2
1528,a0ee798944,Waiting to go to bed. Had a great weekend,2,positive,"The text expresses a positive sentiment about having a great weekend, despite the neutral statement about waiting to go to bed",positive,2,"The text expresses a positive sentiment about the weekend but is neutral about waiting to go to bed. Overall, the positive sentiment about the weekend is more dominant.",positive,2
1529,74cf5ab632, lmao boss ross don`t come on out here  I love that man he was the truth,2,positive,"The text expresses amusement (lmao) and affection (I love that man) towards someone, indicating a positive sentiment",positive,2,"The text expresses admiration and love for 'boss ross', indicating a positive sentiment",positive,2
1530,df0d78273e, Never ever smoking around you again.,0,negative,"The text expresses a strong determination to avoid smoking around the person, indicating a sense of consideration and care, which is a positive sentiment",positive,2,"The text expresses a firm decision to avoid smoking around someone, which could imply a sense of regret or responsibility without explicitly stating a negative or positive emotion.",neutral,1
1531,bf6e5fdc43,is at the beach watching Xmen Origins and drinking orange juice with no pulp,1,neutral,"The text describes a relaxing and leisurely activity at the beach, watching a movie and drinking a preferred beverage, indicating a positive sentiment",positive,2,"The text describes a pleasant activity (being at the beach, watching a movie, and drinking orange juice) without expressing any negative emotions or complaints. The overall tone is relaxed and positive.",positive,2
1532,7bf530de4a,This has been a dismal week.,0,negative,"The text describes the week as 'dismal', which is a strongly negative adjective indicating a bad or unpleasant experience, showing a clear negative sentiment",negative,0,"The text uses the word 'dismal' to describe the week, which conveys a strong sense of disappointment or unhappiness, indicating a negative sentiment.",negative,0
1533,853357e610," Pigs catching Swine Flu and Avian Flu, risking the development of Flying Pig Flu? Awesomely funny",1,neutral,"The text starts with a neutral/informative statement about pigs catching flu, but then shifts to a humorous and playful tone with the mention of 'Flying Pig Flu' and ends with 'Awesomely funny', indicating a strong positive sentiment",positive,2,"The text uses humor to describe a situation involving pigs and flu risks, with the phrase 'Awesomely funny' clearly indicating a positive sentiment",positive,2
1534,99cb20f38e, pmsl ... We had **** everywhere too. But NO More. Love it. My wool stash today though,1,neutral,"The text starts with an expression of laughter (pmsl), mentions a past problem that is now resolved (**** everywhere), and expresses love for the current situation, indicating a positive sentiment. The mention of a wool stash at the end seems to be a separate, neutral topic, but the overall tone is dominated by the positive emotions expressed earlier.",positive,2,The text expresses a strong positive sentiment with the phrase 'Love it' and the general tone of satisfaction and happiness about the situation described,positive,2
1535,a3d0035ce0, Oh no! Hope you find your voice soon,1,neutral,"The text expresses concern and hope for someone's recovery, indicating a positive and supportive sentiment, despite the initial negative phrase 'Oh no!' which is used to convey sympathy",positive,2,"The text expresses concern and a wish for someone to recover their voice, which indicates a supportive and slightly worried sentiment. The sentiment is not overtly negative but leans towards concern, which can be seen as neutral in terms of overall sentiment.",neutral,1
1536,3e31fec7cb, I don`t feel like having to reboot  If only OSX supported Hibernate & Reboot in Bootcamp... -.-,1,neutral,"The text expresses frustration and disappointment about the lack of a specific feature in OSX, indicated by phrases like 'I don't feel like' and the use of the emoticon '-.-' which suggests a negative sentiment",negative,0,"The text expresses frustration and dissatisfaction with the need to reboot and the lack of support for Hibernate & Reboot in Bootcamp on OSX, indicating a negative sentiment",negative,0
1537,b39b259b09, My public talk in July got canceled and I don`t know why.,0,negative,"The text expresses disappointment and uncertainty about a canceled public talk, indicating a negative sentiment",negative,0,"The text expresses disappointment and confusion about the cancellation of a public talk, indicating a negative sentiment.",negative,0
1538,ca2998c103,"Alexxx Im gona miss you today. Im so sad, noooooooo",0,negative,"The text expresses sadness and longing, using words like 'miss', 'sad', and 'noooooooo' to convey a strong negative emotional state",negative,0,"The text expresses strong feelings of sadness and missing someone, indicating a negative sentiment",negative,0
1539,4b29d6f894,Watching George Lopez. Went to my school and played some basketball. Today was pretty nice. And HOT!,2,positive,"The text mentions a pleasant day, watching a TV show, engaging in a fun activity (playing basketball), and describes the day as 'pretty nice', indicating an overall positive sentiment",positive,2,"The text describes a pleasant day with activities like watching George Lopez and playing basketball, and mentions that the day was nice and hot, which is generally seen as positive in this context.",positive,2
1540,4581062c44,"I had 2 buy a new washer, bought the dryer 2.  Dryer labeled electric but is gas   GRRR.  Now we have 2 load it up tomorrow 2 return it.",0,negative,"The text expresses frustration and annoyance about buying a dryer that was incorrectly labeled as electric when it's actually gas, and now they have to return it, indicating a negative sentiment",negative,0,"The text expresses frustration and annoyance about the incorrect labeling of the dryer and the inconvenience of having to return it, indicating a negative sentiment",negative,0
1541,e91cf02b45, the justice left when DJ Talent was voted off (N),1,neutral,"The text expresses a negative opinion about the outcome of a voting event, suggesting that the result was unjust",negative,0,"The text expresses disappointment or dissatisfaction about DJ Talent being voted off, indicating a negative sentiment",negative,0
1542,3cbd05a10b,_peter let`s smoke and watched dazed and confused. that`s a perfect pizza movie too,2,positive,"The text expresses enthusiasm and suggests a relaxed, enjoyable activity, indicating a positive sentiment. The mention of a 'perfect pizza movie' also implies a positive association",positive,2,"The text suggests a positive activity (smoking, watching a movie, and eating pizza) and uses the phrase 'perfect pizza movie', which conveys a positive sentiment towards the experience",positive,2
1543,0c141903c8,working until10,1,neutral,The text is a simple statement about working hours without expressing any emotion or opinion,neutral,1,The text is a factual statement about working hours without expressing any emotion or opinion,neutral,1
1544,c122843c46,put ad on craigslist/Quebec 4 tan salad plates with bird drawings  can only do 1 area @ time. I still need 3 more. Got 2 at my Tuesday AM,1,neutral,"The text is a neutral statement about a person's action of posting an ad on Craigslist and their ongoing search for more items, without expressing any emotion or opinion",neutral,1,"The text is a factual statement about posting an ad and the current status of acquiring items, without expressing any emotion or opinion.",neutral,1
1545,9b5db85d83, had  a little family party tonight   hope it rocked,2,positive,"The text mentions a family party, which is a generally positive occasion, and expresses a hope that it was enjoyable, indicating a positive sentiment",positive,2,"The text mentions a family party and expresses a positive sentiment with the phrase 'hope it rocked', indicating a favorable outlook on the event.",positive,2
1546,29bb355fef,"I`m so sad, really really sad",0,negative,"The text explicitly states the emotion of sadness, repeated for emphasis, indicating a strong negative sentiment",negative,0,"The text explicitly states a strong feeling of sadness, indicating a negative sentiment",negative,0
1547,e93183a2d4,I designed a new shirttttt.,1,neutral,"The text expresses excitement and pride about designing a new shirt, indicated by the enthusiastic use of multiple 't's, suggesting a positive sentiment",positive,2,The text is a simple statement about an action (designing a new shirt) without expressing any particular emotion or opinion,neutral,1
1548,531fd5204e, WHOO HOO. Congrats on getting under 200lbs,2,positive,"The text expresses excitement and congratulatory sentiment, indicating a positive emotional tone",positive,2,"The text expresses excitement and congratulations for achieving a weight milestone, indicating a positive sentiment",positive,2
1549,1b091de7c5, Part of an AR-15. Actually the only part of one that qualifies as a gun. You have to be 21 to buy them without parts on them.,1,neutral,"The text is a factual statement about a part of a gun and the age requirement to buy it, without expressing any emotion or opinion",neutral,1,"The text provides factual information about the AR-15 and the legal age requirement for purchasing it, without expressing any emotion or opinion.",neutral,1
1550,56126ce0c1,What up ab circle! Anddd It`s still in the box  f work,1,neutral,"The text is a casual greeting and statement about an item still being in its box, without expressing any strong emotion or opinion, with a slightly informal tone but no clear sentiment",neutral,1,"The text includes a casual greeting and a statement about something being 'still in the box' followed by an expletive. The expletive suggests frustration or annoyance, indicating a negative sentiment.",negative,0
1551,9014625463,I can`t breathe well but turns out I`m not crazy.  Just inflammed lungs,0,negative,"The text mentions a health issue (difficulty breathing) and a diagnosis (inflamed lungs), but the tone is matter-of-fact and slightly relieved that the issue is not mental ('I'm not crazy'), indicating a neutral sentiment",neutral,1,"The text conveys a mix of relief (not being crazy) and a health concern (inflamed lungs), but overall, it does not strongly lean towards positive or negative sentiment.",neutral,1
1552,898410ba40,Waiting for Natie to come online I miss him.,0,negative,"The text expresses a sentiment of longing and missing someone, indicating a positive emotional attachment",positive,2,"The text expresses a feeling of missing someone, which indicates a sense of longing or sadness",negative,0
1553,f19306c37e," I`d love that. And, don`t think of it as easy. Think of it as enthusiastic.",2,positive,"The text expresses a positive sentiment by stating 'I'd love that' and reframing a potentially negative perception as 'enthusiastic', which has a positive connotation",positive,2,"The text expresses a strong positive sentiment with phrases like 'I'd love that' and 'Think of it as enthusiastic', indicating excitement and positivity",positive,2
1554,121fabafd5,"FreeSat`s coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!",0,negative,"The text expresses frustration and annoyance about the quality of FreeSat's coverage, using words like 'really bad', 'blocks all over the place', and 'really annoying', indicating a negative sentiment",negative,0,"The text expresses frustration and annoyance with FreeSat's current coverage, using phrases like 'really, really bad' and 'really annoying', indicating a negative sentiment",negative,0
1555,20578c75d8," that truely is sad news to hear  we are all created equal, so sad to know our neighbors are such prejudice people",0,negative,"The text expresses sadness and disappointment about the prejudice of neighbors, using words like 'sad news' and 'so sad', indicating a negative sentiment",negative,0,"The text expresses sadness and disappointment about the news of prejudice among neighbors, indicating a negative sentiment.",negative,0
1556,024535ea03,btw ian watkins has stopped following me  so i am a wee bit pissed off!,0,negative,"The text expresses a negative emotion ('pissed off') in response to someone stopping following them, indicating a negative sentiment",negative,0,"The text explicitly states that the person is 'a wee bit pissed off' due to Ian Watkins unfollowing them, indicating a negative sentiment.",negative,0
1557,fac51276da,"_20 I hope he does it soon, and i know i hate fakes",1,neutral,"The text expresses a sense of anticipation and also explicitly states hatred for 'fakes', indicating a negative sentiment",negative,0,"The text expresses a hope for a future event and a strong dislike for fakes, indicating a mix of sentiments but primarily leaning towards a negative sentiment due to the use of 'hate'",negative,0
1558,6f3908ca0c, Just ripping here.  That ad buy I was going to speak w/you about looks to be on hold for a bit. Company changed hands. :-/,1,neutral,"The text expresses a neutral statement about a company change, but the emoticon :-/ and the phrase 'on hold' suggest a slightly negative tone, and the phrase 'Just ripping here' is an idiomatic expression that implies frustration or annoyance",negative,0,"The text communicates a delay in plans due to a company changing hands, with a slightly disappointed tone indicated by the ':-/' emoticon, suggesting a negative sentiment",negative,0
1559,dfc7fc112a, : Sir ! Everything Will Be Great InShaa`Allah,2,positive,"The text expresses optimism and reassurance, using a phrase that implies a positive outcome is expected with faith, indicating a positive sentiment",positive,2,"The text expresses optimism and a positive outlook for the future, using a phrase that conveys hope and faith",positive,2
1560,d2aacbc517,Fighting with Nagios configuration.  Great tool but the config is a bit of a labour,2,positive,"The text expresses frustration with the Nagios configuration, using the word 'fighting', but also acknowledges that it's a 'great tool', indicating a mixed sentiment that leans towards being slightly negative due to the struggle with configuration",negative,0,"The text acknowledges that Nagios is a great tool but expresses frustration with its configuration, indicating a mixed sentiment with a slight lean towards negative due to the mention of laborious configuration.",negative,0
1561,15aedbc11c,"oy, im such a nerd..im writin 2 no1 cuz no1 is followin me  i mean lik sum1 was but their account was deleted due to 'strange activities'",0,negative,"The text expresses self-deprecation and disappointment about not having followers, and also mentions a negative event (an account being deleted), indicating a negative sentiment",negative,0,"The text expresses a self-deprecating tone with a touch of humor and mentions a minor disappointment about a follower's account being deleted, but it does not strongly convey a positive or negative sentiment overall.",neutral,1
1562,ff1c1382f9," Where you at?   No tweeting today? No gardening either, I bet?",1,neutral,"The text is a series of questions expressing inquiry and mild teasing or sarcasm, but without any explicit negative or positive emotion, indicating a neutral tone",neutral,1,The text is a series of questions that are inquiring about someone's activities without expressing any particular emotion or opinion,neutral,1
1563,9981249d33, this week has dragged a bit for me too  have an essay to write about the seaside then Im seeing eddie izzard tonight x,0,negative,"The text mentions that the week has 'dragged a bit', which is a slightly negative sentiment, but it is followed by a mention of a neutral task (writing an essay) and a positive event (seeing Eddie Izzard tonight), which suggests a mixed but overall slightly positive tone",positive,2,"The text mentions that the week has dragged, which suggests a slight negative sentiment, but it also includes plans that seem positive (writing an essay about the seaside and seeing Eddie Izzard). Overall, the sentiment is mixed but leans more towards neutral as it is more of a factual statement about the week and plans.",neutral,1
1564,bac324b47f, oh ... you`ve been superseeded?  not good enough,0,negative,"The text expresses a negative sentiment towards someone being superseded, implying they were not good enough, which is a critical and disapproving tone",negative,0,"The text expresses disappointment or dissatisfaction, as indicated by the phrases 'oh ...' and 'not good enough', suggesting a negative sentiment",negative,0
1565,36f2676006,"_Kaufer You cant argue w/them, as they actually have zero things to complain about so they make stuff up",2,positive,"The text expresses a negative opinion about a group of people, stating that they have nothing to complain about but still make up issues, indicating a critical and disapproving tone",negative,0,"The text expresses frustration and criticism towards a group (Kaufer) for making up complaints, indicating a negative sentiment",negative,0
1566,8f8a38f144,_Lia  Are the drugs working?,1,neutral,"The text is a neutral inquiry about the effectiveness of drugs, without expressing any particular sentiment or emotion",neutral,1,The text is a direct question about the effectiveness of drugs without expressing any emotional context or opinion.,neutral,1
1567,de46775458, Do you have any idea when the (not so) patient fans will see some teaser pics of you all in costume?,1,neutral,"The text is a polite inquiry with a hint of playfulness and slight impatience, but overall it is a neutral question without expressing strong emotions or opinions",neutral,1,"The text is a question that conveys a slight tone of impatience or frustration with the phrase 'not so patient fans', suggesting a negative sentiment",negative,0
1568,56dc73e72d,"Stupid liars. Glad they are ignorant, because I had a blast!!",0,negative,"The text expresses a strong negative sentiment towards 'stupid liars' but then shifts to a positive sentiment with 'I had a blast', however the initial strong negative tone dominates the overall sentiment",negative,0,"The text starts with a negative expression towards 'liars' but then shifts to a positive sentiment about having a great time, indicating an overall positive sentiment",positive,2
1569,aa1ae6ce1d," Hello, yourself. Enjoy London. Watch out for the Hackneys. They`re mental.",0,negative,"The text starts with a neutral greeting, then expresses a positive sentiment towards the person's trip to London with 'Enjoy London'. However, it also includes a warning about the Hackneys, describing them as 'mental', which is a derogatory term and indicates a negative sentiment. The negative sentiment expressed towards the Hackneys outweighs the initial positive sentiment, resulting in an overall negative tone.",negative,0,"The text includes a friendly greeting and a suggestion to enjoy London, which is positive. The mention of 'Hackneys' being 'mental' could be seen as a light-hearted warning, but it doesn't strongly convey a negative sentiment. Overall, the sentiment leans slightly positive due to the friendly tone and suggestion to enjoy the city.",positive,2
1570,784ccecc37," Oh dear, what a rotten life you lead, NOT!",0,negative,"The text starts with a phrase that suggests sympathy or concern ('Oh dear'), but it is immediately followed by a sarcastic tone ('what a rotten life you lead, NOT!'), which indicates that the speaker is actually being facetious and implying the opposite, that the person's life is not rotten at all. This tone is playful and teasing, rather than genuinely negative. Therefore, the overall sentiment is lighthearted and humorous, indicating a positive sentiment.",positive,2,"The text uses sarcasm to imply that the person does not actually lead a rotten life, suggesting a positive sentiment",positive,2
1571,b909528ab1,: Out to dinner for the fam and Grandma for Mother`s Day.,1,neutral,"The text describes a positive activity of going out to dinner to celebrate Mother's Day with family and grandma, indicating a warm and appreciative sentiment",positive,2,"The text is a straightforward statement about going out to dinner with family and Grandma for Mother's Day, without expressing any particular emotion or opinion",neutral,1
1572,b0af1553f3, TY sweetheart,2,positive,"The text is an expression of gratitude and affection, with a term of endearment ('sweetheart'), indicating a positive sentiment",positive,2,"The text expresses gratitude and affection, indicating a positive sentiment",positive,2
1573,5ed45c11a5,_carter  Ey boy!! I caní¿ŒËŒ?t see the video because youtube says me :The vid is private. Why?  I want to see it. Besos grandes guapo!!,1,neutral,"The text expresses a mix of neutral inquiry about a video being private and positive affection with the use of terms like 'Ey boy', 'Besos grandes', and 'guapo', but the overall sentiment leans towards being friendly and inquiring rather than negative",positive,2,"The text expresses frustration due to not being able to see the video and a desire to view it, indicating a negative sentiment",negative,0
1574,84a7a10342," wow, that`s good",2,positive,"The text expresses admiration and approval, indicated by the word 'wow' and the phrase 'that's good', which suggests a positive sentiment",positive,2,"The text expresses a positive reaction with the use of 'wow' and 'good', indicating approval or satisfaction",positive,2
1575,dff69b005e,What a gorgeous day!! And I`m going to be stuck in a lab for the next 9 hours or so,2,positive,"The text expresses enthusiasm and appreciation for the day, but also disappointment and frustration about being stuck in a lab, however the initial positive sentiment is stronger",positive,2,"The text starts with a positive sentiment about the day but then expresses frustration about being stuck in a lab for a long time, indicating a mixed sentiment. Overall, the frustration seems to dominate.",negative,0
1576,8a159382ea,Just woke up. Gonna have a shower and go to Nan`s for Mother`s day lunch. Happy Mother`s day,2,positive,"The text describes a neutral plan for the day, but also expresses a positive sentiment with the phrase 'Happy Mother's day', indicating a celebratory and appreciative tone",positive,2,"The text describes a series of planned activities and includes a positive greeting for Mother's Day, indicating a positive sentiment",positive,2
1577,0afe4ac022,How is everyone on this fine Monday?   what is everyone`s opinion of the new Wolverine movie?,1,neutral,"The text is a friendly inquiry about people's well-being and opinions, without expressing any particular sentiment or emotion",neutral,1,"The text is a general inquiry about people's well-being and their opinions on a movie, without expressing any specific sentiment",neutral,1
